Country/Code,Country/DisplayName/EN,Country/DisplayName/TH,Country/DisplayName/ZH,Province/Code,Province/DisplayName/EN,Province/DisplayName/TH,Province/DisplayName/ZH,District/Code,District/DisplayName/EN,District/DisplayName/TH,District/DisplayName/ZH,Subdistrict/Code,Subdistrict/DisplayName/EN,Subdistrict/DisplayName/TH,Subdistrict/DisplayName/ZH,PostalCode/Code,PostalCode/DisplayName/EN,PostalCode/DisplayName/TH,PostalCode/DisplayName/ZH
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4406,Borabue,บรบือ,,TH-440615,Wang Mai,วังใหม่,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4406,Borabue,บรบือ,,TH-440616,Yang,ยาง,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4406,Borabue,บรบือ,,TH-440618,Nong Sim,หนองสิม,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4406,Borabue,บรบือ,,TH-440619,Nong Ko,หนองโก,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4406,Borabue,บรบือ,,TH-440620,Don Ngua,ดอนงัว,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4412,Kut Rang,กุดรัง,,TH-441201,Kut Rang,กุดรัง,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4412,Kut Rang,กุดรัง,,TH-441202,Na Pho,นาโพธิ์,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4412,Kut Rang,กุดรัง,,TH-441203,Loeng Faek,เลิงแฝก,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4412,Kut Rang,กุดรัง,,TH-441204,Nong Waeng,หนองแวง,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4412,Kut Rang,กุดรัง,,TH-441205,Huai Toei,ห้วยเตย,,44130,44130,44130,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440301,Hua Khwang,หัวขวาง,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440302,Yang Noi,ยางน้อย,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440303,Wang Yao,วังยาว,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440304,Khewa Rai,เขวาไร่,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440305,Phaeng,แพง,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440306,Kaeng Kae,แก้งแก,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440307,Nong Lek,หนองเหล็ก,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440308,Nong Bua,หนองบัว,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440309,Lao,เหล่า,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440310,Khuean,เขื่อน,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440311,Nong Bon,หนองบอน,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440312,Phon Ngam,โพนงาม,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440313,Yang Tha Chaeng,ยางท่าแจ้ง,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440314,Hae Tai,แห่ใต้,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440315,Nong Kung Sawan,หนองกุงสวรรค์,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440316,Loeng Tai,เลิงใต้,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4403,Kosum Phisai,โกสุมพิสัย,,TH-440317,Don Klang,ดอนกลาง,,44140,44140,44140,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440401,Khok Phra,โคกพระ,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440402,Khan Than Rat,คันธารราษฎร์,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440403,Makha,มะค่า,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440404,Tha Khon Yang,ท่าขอนยาง,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440405,Na Si Nuan,นาสีนวน,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440406,Kham Riang,ขามเรียง,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440407,Khewa Yai,เขวาใหญ่,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440408,Si Suk,ศรีสุข,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440409,Kut Sai Cho,กุดใส้จ่อ,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4404,Kantharawichai,กันทรวิชัย,,TH-440410,Kham Thao Phatthana,ขามเฒ่าพัฒนา,,44150,44150,44150,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440501,Chiang Yuen,เชียงยืน,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440503,Nong Son,หนองซอน,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440505,Don Ngoen,ดอนเงิน,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440506,Ku Thong,กู่ทอง,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440507,Na Thong,นาทอง,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440508,Suea Thao,เสือเฒ่า,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440511,Phon Thong,โพนทอง,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4405,Chiang Yuen,เชียงยืน,,TH-440512,Lao Bua Ban,เหล่าบัวบาน,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4413,Chuen Chom,ชื่นชม,,TH-441301,Chuen Chom,ชื่นชม,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4413,Chuen Chom,ชื่นชม,,TH-441302,Kut Pla Duk,กุดปลาดุก,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4413,Chuen Chom,ชื่นชม,,TH-441303,Lao Dokmai,เหล่าดอกไม้,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4413,Chuen Chom,ชื่นชม,,TH-441304,Nong Kung,หนองกุง,,44160,44160,44160,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440701,Na Chueak,นาเชือก,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440702,Samrong,สำโรง,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440703,Nong Daeng,หนองแดง,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440704,Khewa Rai,เขวาไร่,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440705,Nong Pho,หนองโพธิ์,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440706,Po Phan,ปอพาน,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440707,Nong Mek,หนองเม็ก,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440708,Nong Ruea,หนองเรือ,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440709,Nong Kung,หนองกุง,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4407,Na Chueak,นาเชือก,,TH-440710,San Patong,สันป่าตอง,,44170,44170,44170,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441001,Na Dun,นาดูน,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441002,Nong Phai,หนองไผ่,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441003,Nong Khu,หนองคู,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441004,Dong Bang,ดงบัง,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441005,Dong Duan,ดงดวน,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441006,Hua Dong,หัวดง,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441007,Dong Yang,ดงยาง,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441008,Ku Santarat,กู่สันตรัตน์,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4410,Na Dun,นาดูน,,TH-441009,Phrathat,พระธาตุ,,44180,44180,44180,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4402,Kae Dam,แกดำ,,TH-440201,Kae Dam,แกดำ,,44190,44190,44190,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4402,Kae Dam,แกดำ,,TH-440202,Wang Saeng,วังแสง,,44190,44190,44190,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4402,Kae Dam,แกดำ,,TH-440203,Mittraphap,มิตรภาพ,,44190,44190,44190,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4402,Kae Dam,แกดำ,,TH-440204,Nong Kung,หนองกุง,,44190,44190,44190,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4402,Kae Dam,แกดำ,,TH-440205,Non Phiban,โนนภิบาล,,44190,44190,44190,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441101,Yang Sisurat,ยางสีสุราช,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441102,Na Phu,นาภู,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441103,Waeng Dong,แวงดง,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441104,Ban Ku,บ้านกู่,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441105,Dong Mueang,ดงเมือง,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441106,Sang Saeng,สร้างแซ่ง,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441107,Nong Bua Santu,หนองบัวสันตุ,,44210,44210,44210,
THA,Thailand,ไทย,,TH-44,Maha Sarakham,มหาสารคาม,,TH-4411,Yang Sisurat,ยางสีสุราช,,TH-441108,Kham Rian,ขามเรียน,,44210,44210,44210,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450101,Nai Mueang,ในเมือง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450102,Rop Mueang,รอบเมือง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450103,Nuea Mueang,เหนือเมือง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450104,Khon Kaen,ขอนแก่น,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450105,Na Pho,นาโพธิ์,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450106,Sa-At Sombun,สะอาดสมบูรณ์,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450108,Si Kaeo,สีแก้ว,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450109,Po Phan,ปอภาร (ปอพาน),,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450110,Non Rang,โนนรัง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450117,Nong Kaeo,หนองแก้ว,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450118,Nong Waeng,หนองแวง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450120,Dong Lan,ดงลาน,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450123,Khaen Yai,แคนใหญ่,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450124,Non Tan,โนนตาล,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4501,Mueang Roi Et,เมืองร้อยเอ็ด,,TH-450125,Mueang Thong,เมืองทอง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451601,Pho Thong,โพธิ์ทอง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451602,Si Somdet,ศรีสมเด็จ,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451603,Mueang Plueai,เมืองเปลือย,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451604,Nong Yai,หนองใหญ่,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451607,Nong Waeng Khuang,หนองแวงควง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4516,Si Somdet,ศรีสมเด็จ,,TH-451608,Ban Bak,บ้านบาก,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451701,Din Dam,ดินดำ,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451702,Pa Fa,ปาฝา,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451703,Muang Lat,ม่วงลาด,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451704,Changhan,จังหาร,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451705,Dong Sing,ดงสิงห์,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451706,Yang Yai,ยางใหญ่,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451707,Phak Waen,ผักแว่น,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4517,Changhan,จังหาร,,TH-451708,Saen Chat,แสนชาติ,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4518,Chiang Khwan,เชียงขวัญ,,TH-451801,Chiang Khwan,เชียงขวัญ,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4518,Chiang Khwan,เชียงขวัญ,,TH-451803,Phrathat,พระธาตุ,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4518,Chiang Khwan,เชียงขวัญ,,TH-451804,Phrachao,พระเจ้า,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4518,Chiang Khwan,เชียงขวัญ,,TH-451806,Ban Khueang,บ้านเขือง,,45000,45000,45000,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450701,Waeng,แวง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450702,Khok Kok Muang,โคกกกม่วง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450703,Na Udom,นาอุดม,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450704,Sawang,สว่าง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450705,Nong Yai,หนองใหญ่,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450706,Pho Thong,โพธิ์ทอง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450707,Non Chai Si,โนนชัยศรี,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450708,Pho Si Sawang,โพธิ์ศรีสว่าง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450709,Um Mao,อุ่มเม่า,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450710,Kham Na Di,คำนาดี,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450711,Phrom Sawan,พรมสวรรค์,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450712,Sa Nok Kaeo,สระนกแก้ว,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450713,Wang Samakkhi,วังสามัคคี,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4507,Phon Thong,โพนทอง,,TH-450714,Khok Sung,โคกสูง,,45110,45110,45110,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451001,Klang,กลาง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451002,Na Ngam,นางาม,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451003,Mueang Phrai,เมืองไพร,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451004,Na Saeng,นาแซง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451005,Na Mueang,นาเมือง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451006,Wang Luang,วังหลวง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451007,Tha Muang,ท่าม่วง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451008,Khwao,ขวาว,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451009,Pho Thong,โพธิ์ทอง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451010,Phu Ngoen,ภูเงิน,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451011,Ko Kaeo,เกาะแก้ว,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451012,Na Loeng,นาเลิง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451013,Lao Noi,เหล่าน้อย,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451014,Si Wilai,ศรีวิลัย,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451015,Nong Luang,หนองหลวง,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451016,Phon Sawan,พรสวรรค์,,45120,45120,45120,
THA,Thailand,ไทย,,TH-45,Roi Et,ร้อยเอ็ด,,TH-4510,Selaphum,เสลภูมิ,,TH-451017,Khwan Mueang,ขวัญเมือง,,45120,45120,45120,
