Country/Code,Country/DisplayName/EN,Country/DisplayName/TH,Country/DisplayName/ZH,Province/Code,Province/DisplayName/EN,Province/DisplayName/TH,Province/DisplayName/ZH,District/Code,District/DisplayName/EN,District/DisplayName/TH,District/DisplayName/ZH,Subdistrict/Code,Subdistrict/DisplayName/EN,Subdistrict/DisplayName/TH,Subdistrict/DisplayName/ZH,PostalCode/Code,PostalCode/DisplayName/EN,PostalCode/DisplayName/TH,PostalCode/DisplayName/ZH
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1008,Pom Prap Sattruphai,ป้อมปราบศัตรูพ่าย,,TH-100801,Pom Prap,ป้อมปราบ,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1008,Pom Prap Sattruphai,ป้อมปราบศัตรูพ่าย,,TH-100802,Wat Thepsirin,วัดเทพศิรินทร์,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1008,Pom Prap Sattruphai,ป้อมปราบศัตรูพ่าย,,TH-100803,Klongmahanak,คลองมหานาค,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1008,Pom Prap Sattruphai,ป้อมปราบศัตรูพ่าย,,TH-100804,Ban Bat,บ้านบาตร,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1008,Pom Prap Sattruphai,ป้อมปราบศัตรูพ่าย,,TH-100805,Wat Sommanat,วัดโสมนัส,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1013,Samphanthawong,สัมพันธวงศ์,,TH-101301,Chakkrawat,จักรวรรดิ,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1013,Samphanthawong,สัมพันธวงศ์,,TH-101302,Samphanthawong,สัมพันธวงศ์,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1013,Samphanthawong,สัมพันธวงศ์,,TH-101303,Talat Noi,ตลาดน้อย,,10100,10100,10100,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1033,Khlong Toei,คลองเตย,,TH-103301,Khlong Toei,คลองเตย,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1033,Khlong Toei,คลองเตย,,TH-103302,Khlong Ton,คลองตัน,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1033,Khlong Toei,คลองเตย,,TH-103303,Phra Khanong,พระโขนง,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1039,Watthana,วัฒนา,,TH-103901,Khlong Toei Nuea,คลองเตยเหนือ,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1039,Watthana,วัฒนา,,TH-103902,Khlong Tan Nuea,คลองตันเหนือ,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1039,Watthana,วัฒนา,,TH-103903,Phra Khanong Nuea,พระโขนงเหนือ,,10110,10110,10110,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1012,Yannawa,ยานนาวา,,TH-101203,Chong Nonsi,ช่องนนทรี,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1012,Yannawa,ยานนาวา,,TH-101204,ang Phong Phang,บางโพงพาง,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1028,Sa Thon,สาทร,,TH-102801,Thung Wat Don,ทุ่งวัดดอน,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1028,Sa Thon,สาทร,,TH-102802,Yan Nawa,ยานนาวา,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1028,Sa Thon,สาทร,,TH-102803,Thung Maha Mek,ทุ่งมหาเมฆ,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1031,Bang Kho Laem,บางคอแหลม,,TH-103101,Bang Kho Laem,บางคอแหลม,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1031,Bang Kho Laem,บางคอแหลม,,TH-103102,Wat Phraya Krai,วัดพระยาไกร,,10120,10120,10120,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1031,Bang Kho Laem,บางคอแหลม,,TH-103103,Bang Khlo,บางโคล่,,10120,10120,10120,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110401,Talat,ตลาด,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110402,Bang Phueng,บางพึ่ง,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110403,Bang Chak,บางจาก,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110404,Bang Khru,บางครุ,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110405,Bang Ya Phraek,บางหญ้าแพรก,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110406,Bang Hua Suea,บางหัวเสือ,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110407,Samrong Tai,สำโรงใต้,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110408,Bang Yo,บางยอ,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110409,Bang Kachao,บางกะเจ้า,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110410,Bang Nam Phueng,บางน้ำผึ้ง,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110411,Bang Krasop,บางกระสอบ,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110412,Bang Ko Bua,บางกอบัว,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110413,Song Khanong,ทรงคนอง,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110414,Samrong,สำโรง,,10130,10130,10130,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1104,Phra Pradaeng,พระประแดง,,TH-110415,Samrong Klang,สำโรงกลาง,,10130,10130,10130,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1024,Rat Burana,ราษฎร์บูรณะ,,TH-102401,Rat Burana,ราษฎร์บูรณะ,,10140,10140,10140,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1024,Rat Burana,ราษฎร์บูรณะ,,TH-102402,Bang Pakok,บางปะกอก,,10140,10140,10140,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1049,Thung Khu,ทุ่งครุ,,TH-104901,Bang Mot,บางมด,,10140,10140,10140,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1049,Thung Khu,ทุ่งครุ,,TH-104902,Thung Khru,ทุ่งครุ,,10140,10140,10140,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1021,Bang Khun Thian,บางขุนเทียน,,TH-102105,Tha Kham,ท่าข้าม,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1021,Bang Khun Thian,บางขุนเทียน,,TH-102107,Samae Dam,แสมดำ,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1035,Chom Thong,จอมทอง,,TH-103501,Bang Khun Thian,บางขุนเทียน,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1035,Chom Thong,จอมทอง,,TH-103502,Bang Kho,บางค้อ,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1035,Chom Thong,จอมทอง,,TH-103503,Bang Mot,บางมด,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1035,Chom Thong,จอมทอง,,TH-103504,Chom Thong,จอมทอง,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1050,Bang Bon,บางบอน,,TH-105001,Bang bon,บางบอน,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1050,Bang Bon,บางบอน,,TH-105002,Bang Bon Nuea,บางบอนเหนือ,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1050,Bang Bon,บางบอน,,TH-105003,Bang Bon Tai,บางบอนใต้,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1050,Bang Bon,บางบอน,,TH-105004,Khlong Bang Bon,คลองบางบอน,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1050,Bang Bon,บางบอน,,TH-105005,Khlong Bang Phran,คลองบางพราน,,10150,10150,10150,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102201,Bang Wa,บางหว้า,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102202,Bang Duan,บางด้วน,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102206,Bangchak,บางจาก,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102207,Bang Waek,บางแวก,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102208,Khlong Khwang,คลองขวาง,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102209,Pak Khlong Phasi Charoen,ปากคลองภาษีเจริญ,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1022,Phasi Charoen,ภาษีเจริญ,,TH-102210,Khuha Sawan,คูหาสวรรค์,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1023,Nong Khaem,หนองแขม,,TH-102302,Nong Khaem,หนองแขม,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1023,Nong Khaem,หนองแขม,,TH-102303,Nong Khang Phlu,หนองค้างพลู,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1040,Bang Khae,บางแค,,TH-104001,Bang Khae,บางแค,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1040,Bang Khae,บางแค,,TH-104002,Bang Khae Nuea,บางแคเหนือ,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1040,Bang Khae,บางแค,,TH-104003,Bang Phai,บางไผ่,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1040,Bang Khae,บางแค,,TH-104004,Lak Song,หลักสอง,,10160,10160,10160,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101901,Khlong Chak Phra,คลองชักพระ,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101902,Taling Chan,ตลิ่งชัน,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101903,Chim Phli,ฉิมพลี,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101904,Bang Phrom,บางพรม,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101905,Bang Ramat,บางระมาด,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1019,Taling Chan,ตลิ่งชัน,,TH-101907,Bang Chueak Nang,บางเชือกหนัง,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1048,Thawi Watthana,ทวีวัฒนา,,TH-104801,Thawi Watthana,ทวีวัฒนา,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1048,Thawi Watthana,ทวีวัฒนา,,TH-104802,Sala Thammasop,ศาลาธรรมสพน์,,10170,10170,10170,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100101,Phra Borom Maha Ratchawang,พระบรมมหาราชวัง,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100102,Wang Burapha Phirom,วังบูรพาภิรมย์,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100103,Wat Ratchabophit,วัดราชบพิธ,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100104,Samran Rat,สำราญราษฎร์,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100105,San Chaopho Suea,ศาลเจ้าพ่อเสือ,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100106,Sao Chingcha,เสาชิงช้า,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100107,Bowon Niwet,บวรนิเวศ,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100108,Talat Yot,ตลาดยอด,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100109,Chana Songkhram,ชนะสงคราม,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100110,Ban Phan Thom,บ้านพานถม,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100111,Bang Khun Phrom,บางขุนพรหม,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1001,Phra Nakhon,พระนคร,,TH-100112,Wat Sam Phraya,วัดสามพระยา,,10200,10200,10200,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1036,Don Mueang,ดอนเมือง,,TH-103602,Si Kan,สีกัน,,10210,10210,10210,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1036,Don Mueang,ดอนเมือง,,TH-103604,Don Mueang,ดอนเมือง,,10210,10210,10210,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1036,Don Mueang,ดอนเมือง,,TH-103605,Sanambin,สนามบิน,,10210,10210,10210,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1041,Lak Si,หลักสี่,,TH-104101,Thung Song Hong,ทุ่งสองห้อง,,10210,10210,10210,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1041,Lak Si,หลักสี่,,TH-104102,Bang Khen Market,ตลาดบางเขน,,10210,10210,10210,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1005,Bang Khen,บางเขน,,TH-100502,Anusawari,อนุสาวรีย์,,10220,10220,10220,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1005,Bang Khen,บางเขน,,TH-100508,Tha Raeng,ท่าแร้ง,,10220,10220,10220,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1042,Sai Mai,สายไหม,,TH-104201,Sai Mai,สายไหม,,10220,10220,10220,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1042,Sai Mai,สายไหม,,TH-104202,Ao Ngoen,ออเงิน,,10220,10220,10220,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1042,Sai Mai,สายไหม,,TH-104203,Khong Thanon,คลองถนน,,10220,10220,10220,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1005,Bang Khen,บางเขน,,TH-100508,Tha Raeng,ท่าแร้ง,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1027,Bung Kum,บึงกุ่ม,,TH-102701,Khlong Kum,คลองกุ่ม,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1038,Lat Phrao,ลาดพร้าว,,TH-103801,Lat Phrao,ลาดพร้าว,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1038,Lat Phrao,ลาดพร้าว,,TH-103802,Chorakhe Bua,จรเข้บัว,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1043,Khanna Yao,คันนายาว,,TH-104301,Khan Na Yao,คันนายาว,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1043,Khanna Yao,คันนายาว,,TH-104302,Ram Intra,รามอินทรา,,10230,10230,10230,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1006,Bang Kapi,บางกะปิ,,TH-100601,Khlog Jun,คลองจั่น,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1006,Bang Kapi,บางกะปิ,,TH-100608,Hua Mak,หัวหมาก,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1027,Bung Kum,บึงกุ่ม,,TH-102701,Khlong Kum,คลองกุ่ม,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1027,Bung Kum,บึงกุ่ม,,TH-102704,Nawamin,นวมินทร์,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1027,Bung Kum,บึงกุ่ม,,TH-102705,Nuan chan,นวลจันทร์,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104401,Saphan Sung,สะพานสูง,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104402,Rat Phatthana,ราษฎร์พัฒนา,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104403,Thap Chang,ทับช้าง,,10240,10240,10240,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1006,Bang Kapi,บางกะปิ,,TH-100601,Khlog Jun,คลองจั่น,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1032,Prawet,ประเวศ,,TH-103201,Prawet,ประเวศ,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1032,Prawet,ประเวศ,,TH-103202,Nong Bon,หนองบอน,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1032,Prawet,ประเวศ,,TH-103203,Dok Mai,ดอกไม้,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1034,Suan Luang,สวนหลวง,,TH-103401,Suan Luang,สวนหลวง,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1034,Suan Luang,สวนหลวง,,TH-103402,On Nut,อ่อนนุช,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1034,Suan Luang,สวนหลวง,,TH-103403,Phatthanakan,พัฒนาการ,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104401,Saphan Sung,สะพานสูง,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104402,Rat Phatthana,ราษฎร์พัฒนา,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1044,Saphan Sung,สะพานสูง,,TH-104403,Thap Chang,ทับช้าง,,10250,10250,10250,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1034,Suan Luang,สวนหลวง,,TH-103403,Phatthanakan,พัฒนาการ,,10251,10251,10251,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1009,Phra Khanong,พระโขนง,,TH-100905,Bang Chak,บางจาก,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1009,Phra Khanong,พระโขนง,,TH-100906,Phra Khanong Tai,พระโขนงใต้,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1033,Khlong Toei,คลองเตย,,TH-103303,Phra Khanong,พระโขนง,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1039,Watthana,วัฒนา,,TH-103903,Phra Khanong Nuea,พระโขนงเหนือ,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1041,Lak Si,หลักสี่,,TH-104101,Thung Song Hong,ทุ่งสองห้อง,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1047,Bang Na,บางนา,,TH-104701,Bang Na,บางนา,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1047,Bang Na,บางนา,,TH-104702,Bang Na,บางนาเหนือ,,10260,10260,10260,
THA,Thailand,ไทย,,TH-10,Bangkok,กรุงเทพมหานคร,,TH-1047,Bang Na,บางนา,,TH-104703,Bang Na Tai,บางนาใต้,,10260,10260,10260,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110101,Pak Nam,ปากน้ำ,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110102,Samrong Nuea,สำโรงเหนือ,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110103,Bang Muang,บางเมือง,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110111,Bang Prong,บางโปรง,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110113,Bang Duan,บางด้วน,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110114,Bang Mueang Mai,บางเมืองใหม่,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110115,Thepharak,เทพารักษ์,,10270,10270,10270,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110104,Thai Ban,ท้ายบ้าน,,10280,10280,10280,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110108,Bang Pu Mai,บางปูใหม่,,10280,10280,10280,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110110,Phraek Sa,แพรกษา,,10280,10280,10280,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110112,Bang Pu,บางปู,,10280,10280,10280,
THA,Thailand,ไทย,,TH-11,Samut Prakarn,สมุทรปราการ,,TH-1101,Mueang Samut Prakan,เมืองสมุทรปราการ,,TH-110116,Thai Ban Mai,ท้ายบ้านใหม่,,10280,10280,10280,
